1.717570110291134766e-01 -4.488069846029651283e-02 9.451410720986587466e-02 5.046992747438754784e-02 9.252379867570303604e-03 -2.366419903249308843e-02 9.417559901215247654e-04 3.765721256594518201e-02 -3.382509039846614846e-03 3.901013993232433849e-03 -4.555006630152249223e-06 -8.074048624548442812e-03 1.567315648498090032e-04 -7.137405739286366811e-03 5.984365833870339946e-05 -1.811273977028793501e-08 1.497655073045782090e-02 1.044697552962545683e-04 -6.795987605922050060e-06 3.951239919368098631e-03 -1.236227722396895240e-03 1.514237686942853604e-03 -5.739092627960893029e-04 3.231337055489651969e-04 -9.736717607570299991e-05 1.456725980186447059e-03 -5.972013770822011880e-04 -1.232800578818065568e-01 1.181513139542831881e-01 -4.709465927456238789e-04 -6.380974355228892503e-02 -1.177783203955049124e-01 7.233870134403061480e-02 5.466163564195896692e-05 1.258986912215280605e-04 4.266221577173972407e-03 -8.313688338755778270e-04 1.677693502553827820e-01 1.127676329747672943e-03 -3.323019882916274786e-05 -9.162039813772258207e-03 2.502285276066150768e-03 -1.839193907528741210e-04 1.767157496634252272e-05 -2.516786584962139080e-03 3.571874618601161844e-02 -5.216103535830584476e-02
-4.488069846029651283e-02 3.337935274438701416e+00 -6.422126903127641784e-01 -2.753087253052294847e-01 -2.666757570173955080e-02 3.343613730116604010e+00 -1.426965667330680199e-01 -9.062601029678737374e-01 -5.313829741078807643e-03 -3.541027219897346923e-01 4.449757427867003260e-04 3.951010607821103804e-02 -8.517407368516050417e-04 -1.044073730278150119e-01 9.098761557290716744e-04 -3.595864081633030895e-02 9.803934825790737440e-02 -1.241474036246261077e-02 8.080281794193437716e-04 5.476763406838978110e-01 1.444896761099706828e-01 1.898974769120409245e-01 -1.826779340835755008e-02 1.927779242136243992e-02 -4.992051566664733320e-03 1.772462478937100183e-01 -2.645116715381527761e-02 8.619858588193060056e-01 2.125968288259003636e-01 -8.446855538111190014e-04 4.137365675688388089e-01 -2.882237629331519391e-01 -9.611347192532955219e-01 5.801410268982230140e-02 -2.596322226153630064e-02 -3.516861583700304703e-03 2.064634336071576579e-04 -4.435543603078307556e-02 7.950757192494657399e-01 -2.463605543442523582e-02 -6.250156223907014308e+00 1.056992002130466846e+00 -1.575577699123797693e-01 5.355226165996971634e-03 -1.050435238423554685e+00 -8.960967812355477013e-01 4.398342865049625350e-01
9.451410720986587466e-02 -6.422126903127641784e-01 2.873585370307369380e-01 1.317356740653264913e-01 1.509186491312076994e-02 -6.150736249114034937e-01 2.695308576514715559e-02 3.822344542215064811e-01 1.528698354269637707e-03 6.008946627042086042e-02 -7.212451026352783114e-05 -3.568056598896114651e-02 7.710096852546405918e-04 3.664872609723511532e-02 -3.186310782348279508e-04 -1.809682979734157692e-03 7.260512536477908320e-04 3.278888241575983811e-03 -2.252920155306598038e-04 -3.186311882118510880e-02 -2.174751466495395552e-02 -9.185678979727241247e-03 -1.446090973204464851e-03 1.136319585253660856e-03 -7.176788027593822110e-05 -8.128860736001655360e-03 -8.964162307675567877e-04 -8.515439896059412428e-02 -7.696488593890131458e-02 3.066380326986214533e-04 -2.165912070278816492e-02 1.209049847816158763e-01 1.503965593548581559e-01 -6.829314649887389954e-03 3.199218701463839038e-03 4.277064090393755541e-03 -4.584051735918045589e-04 9.322826249816015820e-02 -6.944808168425405104e-02 2.107481386674501470e-03 5.532429107821085212e-01 -1.209652176830261355e-01 1.862654904689448748e-02 -7.336366117879699689e-04 1.210158509313354058e-01 3.756251928701423437e-01 -2.646697808474046676e-01
5.046992747438754784e-02 -2.753087253052294847e-01 1.317356740653264913e-01 7.109761943184168820e-02 2.671152907280476690e-02 -2.704891082639225841e-01 1.175181059160242299e-02 1.762975913367653691e-01 4.467906334431154757e-04 2.504133040651983916e-02 -3.003376598303511319e-05 -1.724741166124689126e-02 3.687390611702415959e-04 1.635453022877960544e-02 -1.422678170577756972e-04 -1.336254850511134655e-03 2.139322344947069965e-03 1.381147253952190760e-03 -9.498722709137676719e-05 -1.252868106330673297e-02 -9.042436690614472777e-03 -3.544705743498836707e-03 -6.620928639226988715e-04 5.293944267211498234e-04 -4.169541839871758156e-05 -3.117080145042819706e-03 -4.440632152092905132e-04 -4.120276622419975082e-02 -3.000662638665820350e-02 1.195479045569782699e-04 -1.096856808462272521e-02 4.979681916648540096e-02 6.894971381463856075e-02 -2.802114731805883767e-03 1.322816134652925841e-03 2.122952613968084705e-03 -2.448420933944645776e-04 4.973298973694385838e-02 -2.827626800436622290e-02 8.578584043917265650e-04 2.252974939785717390e-01 -4.941439284927565817e-02 7.658369492670966464e-03 -3.001846734731879684e-04 4.943837762528942303e-02 1.730756765618038095e-01 -1.267597969439502870e-01
9.252379867570303604e-03 -2.666757570173955080e-02 1.509186491312076994e-02 2.671152907280476690e-02 4.445211028969989903e-02 -3.994855195822125116e-02 1.687190962617048226e-03 3.006835816093368988e-02 -1.142637820248635673e-04 3.068285467046344764e-03 -3.676652147480110600e-06 -3.378670936827112264e-03 7.030723784169401512e-05 2.290657381806781266e-03 -2.001215076590673821e-05 -4.340382826067116129e-04 1.486112019215510413e-03 1.773750876165334014e-04 -1.226144489495702234e-05 -1.159669997933867160e-03 -1.107554202329924693e-03 -3.008356620298340586e-04 -1.144914103135717329e-04 9.144368895947813005e-05 -1.142183151634473821e-05 -2.545662291112927786e-04 -9.379330301386672576e-05 -1.075347976028247915e-02 2.538400813934284781e-04 -1.018565861464575352e-06 -3.843319762840087528e-03 2.841186803507879475e-03 1.301539680566194193e-02 -3.246710588411768944e-04 1.615161867858096146e-04 3.208548431044474505e-04 -4.494646401818990606e-05 9.105920387668865745e-03 -3.083692152280524418e-03 9.345502719236091743e-05 2.458822675822413054e-02 -5.465806128670594281e-03 8.752145618578789340e-04 -3.341838829849961369e-05 5.469956537674910448e-03 2.941839347566945276e-02 -2.412208374939698793e-02
-2.366419903249308843e-02 3.343613730116604010e+00 -6.150736249114034937e-01 -2.704891082639225841e-01 -3.994855195822125116e-02 3.485008165071157293e+00 -1.487959104661177867e-01 -9.974754721660284984e-01 -5.883862903521775746e-03 -3.660473318302389090e-01 4.593886349578680498e-04 4.822838637448426113e-02 -1.038774065560647310e-03 -1.138940313848886554e-01 9.921417102646177232e-04 -3.503722398317449249e-02 9.792011678134655839e-02 -1.311662558900650137e-02 8.565598815291394080e-04 5.550322760436419145e-01 1.489161890891272377e-01 1.921230185547783686e-01 -1.803588939150740575e-02 1.908102669286152603e-02 -4.990293715236847859e-03 1.792353880664539489e-01 -2.633151079864511079e-02 8.718450661723660122e-01 2.404810991898745365e-01 -9.557981738944315141e-04 4.131853336398235155e-01 -3.267265646188952100e-01 -9.903861602669389308e-01 5.949609332719821980e-02 -2.664719263186322851e-02 -2.857763245751331754e-03 1.038172656317861109e-04 -2.361942062312183399e-02 8.095387533133527880e-01 -2.507464027111427560e-02 -6.365429712570418452e+00 1.082391758191000530e+00 -1.614856408258513176e-01 5.510004772897966752e-03 -1.075850127522485655e+00 -9.857386195971232778e-01 5.035426633128843310e-01
9.417559901215247654e-04 -1.426965667330680199e-01 2.695308576514715559e-02 1.175181059160242299e-02 1.687190962617048226e-03 -1.487959104661177867e-01 6.899126142899842350e-03 4.744118041247788464e-02 2.264450883866314331e-04 2.394843239422719469e-02 -2.885746500488743467e-05 -1.220185985456709657e-03 3.429294198673692076e-05 5.168504579151663239e-03 -4.535452013533280763e-05 2.765234236128698286e-03 -6.558091725274059827e-03 1.012857947272511987e-03 -6.727439017010677415e-05 -1.593701297829358890e-02 -8.703646494316935253e-03 -5.054640358258446348e-03 -3.121204369515196580e-04 8.408079661640854787e-06 2.567622693335815866e-05 -4.597570170706783386e-03 -1.368987679103649207e-05 -3.225299584799561775e-02 -7.647738067511920812e-03 3.041326425612000909e-05 -1.497261036391602830e-02 1.244428703821355217e-02 3.853220898539608252e-02 -2.708996289326773450e-03 1.247189435457375564e-03 1.446528638393403880e-04 -4.445105823878137333e-06 9.635561547880755473e-04 -2.947474129920308120e-02 8.944363629106215569e-04 2.347847691361462930e-01 -5.124481835064820939e-02 7.659529193409650265e-03 -3.103015220783588660e-04 5.126489111954050937e-02 4.704043203846437066e-02 -2.133074072900972146e-02
3.765721256594518201e-02 -9.062601029678737374e-01 3.822344542215064811e-01 1.762975913367653691e-01 3.006835816093368988e-02 -9.974754721660284984e-01 4.744118041247788464e-02 7.572129871767108167e-01 5.045588480748681472e-03 1.020666232813636637e-01 -1.194700107289423720e-04 -6.226836590867188687e-02 1.434702473194514761e-03 6.660770748212804793e-02 -5.782009122492839936e-04 -3.422533085412345771e-03 -1.303754436163697024e-03 9.203645145511847245e-03 -6.598155871535473643e-04 3.865639515518017304e-03 -3.542663053956996572e-02 7.548109979828884590e-03 -7.056688602548740266e-03 8.129911045406935238e-03 -1.053018640366912241e-03 8.507204544819015404e-03 -7.272999023973905804e-03 -3.939257564694771674e-02 -1.832867306517136363e-01 7.306926151192390901e-04 2.413257553491544860e-02 2.839627773133306943e-01 1.918856103149318981e-01 -1.046062142180208439e-02 5.013653549849983980e-03 4.012191341880541259e-03 -1.839381025016556548e-04 3.817315894954849409e-02 -6.133751410207903543e-02 1.791037127205888065e-03 4.998855300853823902e-01 -1.514248067505717388e-01 2.376449438916455187e-02 -1.063915434924905465e-03 1.523914378321530871e-01 7.470326427086981802e-01 -4.763069264085464938e-01
-3.382509039846614846e-03 -5.313829741078807643e-03 1.528698354269637707e-03 4.467906334431154757e-04 -1.142637820248635673e-04 -5.883862903521775746e-03 2.264450883866314331e-04 5.045588480748681472e-03 2.467203610595641600e-04 -1.277631122291822494e-04 1.593682429258835677e-07 -9.959073213852167022e-04 1.912844678205803973e-05 1.489017209297570409e-03 -1.279731924188256268e-05 -4.164340131108682712e-04 -8.187379447846060638e-05 4.566176180801042442e-06 -3.389506742616863399e-07 -1.408696458679731538e-04 4.868036976372915850e-05 -3.870895877920310109e-05 2.317357608421682222e-05 -1.816367989389268300e-06 3.667384714780824678e-06 -3.583641377646681219e-05 2.334326862624661628e-05 6.841986192833124023e-03 -9.019208104874013032e-03 3.595015691397827732e-05 4.215550554610074212e-03 9.874908020983506549e-03 -2.103587833187041574e-03 -1.355512231356839551e-05 1.081646604643977356e-06 -4.412706184464745823e-05 1.636060081295688008e-05 -3.287287846765698639e-03 -1.201454411504487949e-04 3.587492137003666509e-06 9.725099040523257129e-04 -2.563895866146352728e-04 4.957864358376944661e-05 -1.746764636821908244e-06 2.576055135602997527e-04 4.820309705743929495e-03 -3.051201080886374768e-03
3.901013993232433849e-03 -3.541027219897346923e-01 6.008946627042086042e-02 2.504133040651983916e-02 3.068285467046344764e-03 -3.660473318302389090e-01 2.394843239422719469e-02 1.020666232813636637e-01 -1.277631122291822494e-04 3.114164009066375249e-01 -3.598030686747820178e-04 2.922347162848736371e-02 -5.511940876339166927e-04 2.867721003565324236e-02 -2.593458654653719130e-04 4.493158509845607274e-02 -1.006327695626273167e-01 -1.105398434512506762e-03 5.138056538121168912e-05 1.025894377128533375e-01 -9.411433701459000212e-02 3.530607091838661171e-02 -2.644160636002755582e-02 4.447664964156890222e-03 -4.017660609361114674e-03 3.301721176434486982e-02 -2.412028764405725265e-02 3.639508104203279665e-02 8.810354850697213469e-03 -3.459842383624104977e-05 1.691070289609560712e-02 -1.225132450494774775e-02 1.428458922349775295e-04 -9.866948673679508397e-03 5.069553824963087506e-03 6.848800976603817503e-04 -2.467985518406439724e-05 4.295148576854411829e-03 -1.145433525767487878e-03 -5.085345536619559565e-04 9.534749732315560278e-02 -3.460639639449613059e-01 5.161146619719779449e-02 -3.192180875807304474e-03 3.531745153434440176e-01 1.029783178981453357e-01 -1.739234357071425818e-02
