3.905597979290631372e+01 -2.810648349459334838e+01 -2.851669402370995599e+01 -8.060445110923756928e+00 -2.932472154909141437e+01 1.113956405777007319e+01 1.390873669603258367e-01 -1.283583897708330479e+00 -6.029648331361498492e+01 5.858323814773106619e+01 -6.091071693009177501e+00 -1.123962998299358862e+00 -4.408022984721028659e-02 -1.067950554981020206e+00 3.532370125494647128e-01 -3.534890479294969245e-01 -1.422790803365015649e-02 1.444395697101846787e-02 9.030423895516542787e-01 2.519766618703641381e+00 -1.653101897560172340e+00 -2.967724195487809524e+00 2.971969336299399078e+00 9.699053777782878916e-02 -2.083530876832274947e-02 1.041561253864540015e+00 -1.112530051556444022e+00 -1.303704509598809569e+00 9.666023280054331090e-01 -1.249425022901915261e+00 -2.927526145691735082e-01 5.915189620428412676e-01 -5.452559347961506431e-01 -1.478240771889961724e+00 -2.129923825882957533e-01 -7.963903705758931806e-02 -7.548312669220886839e-01 6.201316970873823609e-01 1.297206428268400380e-01 -4.962910609578574106e-01 5.006135228548511812e-02 2.170687662339141066e-01 -4.019026793075416437e-01
-2.810648349459334838e+01 2.023399759646394713e+01 2.051848631731122907e+01 5.791063002941606364e+00 2.102632897565257153e+01 -7.991779847813953452e+00 -9.890580066819487648e-02 9.215843510913062087e-01 4.334614707850820281e+01 -4.211543941830898063e+01 4.381839811856372613e+00 8.601857551454967776e-01 1.493755250934227299e-02 6.967531605272706541e-01 -2.651594718478005874e-01 2.653307229819446555e-01 1.334000519009269706e-02 -1.291749307011477894e-02 -6.476897624253517005e-01 -1.773156177909058551e+00 1.142445253479700051e+00 2.132138720911036511e+00 -2.132857654733777419e+00 -6.937064613478274855e-02 1.464801269757362752e-02 -7.924225417244444847e-01 8.464285977390503257e-01 9.407776961414607841e-01 -7.271281923691846893e-01 9.273789315818741219e-01 2.284653515410192681e-01 -6.523500149861339859e-01 4.430093503404925470e-01 1.221467913827486651e+00 1.506849262849660476e-01 5.648391246253238462e-02 5.380830457735936712e-01 -4.423232454401373470e-01 -9.357286037331506712e-02 3.547035488034432915e-01 -3.580006500643928558e-02 -1.143811333570332323e-01 1.972241896130184913e-01
-2.851669402370995599e+01 2.051848631731122907e+01 2.082972980872046165e+01 5.887730194419664720e+00 2.147516697379833062e+01 -8.150824167082559413e+00 -1.014130459395437001e-01 9.367877234888015714e-01 4.406668357615475173e+01 -4.281260467591189922e+01 4.451113918819718407e+00 7.843408476307264232e-01 4.838445131444508995e-02 8.364518086782208872e-01 -2.523385266365029134e-01 2.525361066106731611e-01 6.403484785544610348e-03 -7.238442720875805543e-03 -6.621500835109548344e-01 -1.900956007300095951e+00 1.276705466169806291e+00 2.170826061451381239e+00 -2.176275025895865411e+00 -7.060930148445497545e-02 1.493407347553598989e-02 -7.461148878854546584e-01 7.962480360927260969e-01 9.551431899736966269e-01 -6.915296835538380371e-01 8.977624292136122675e-01 2.064048710008428156e-01 -3.377285765483990509e-01 3.776638461550571035e-01 1.013574628976925629e+00 1.576996658051424693e-01 5.944215685007271655e-02 5.601310943844621804e-01 -4.592155502794697530e-01 -9.443227763282313614e-02 3.644075127755803667e-01 -3.667908670061865301e-02 -1.781626433938477971e-01 3.424001565568311478e-01
-8.060445110923756928e+00 5.791063002941606364e+00 5.887730194419664720e+00 1.682090772259841938e+00 6.165490167099443752e+00 -2.340596693352436031e+00 -3.559765289263227411e-02 2.675712313923962471e-01 1.250985089583994991e+01 -1.214714914197304907e+01 1.256624833748470227e+00 1.454338475347672632e-01 3.166602174385618751e-02 3.228644042115839663e-01 -5.227773263210731131e-02 5.234008706735291533e-02 -4.889672424606460524e-04 -2.280177492667113471e-04 -1.887018466784423643e-01 -5.550004622927532383e-01 3.788488646958763639e-01 6.169811243342817608e-01 -6.188029507509158478e-01 -2.047994567773956526e-02 4.662025830008641007e-03 -1.329930898879809198e-01 1.431805221949987161e-01 2.601873233907073257e-01 -1.465946990277098572e-01 2.135369250845290390e-01 2.954889524039561177e-02 2.810767455341062759e-01 2.107391723813213311e-02 2.303199692745531990e-02 4.693059137332129122e-02 1.698261099953420408e-02 1.586958729028028203e-01 -1.304979985931679076e-01 -2.660376310039760245e-02 1.055883992055296344e-01 -1.070228642184891527e-02 -1.182192615025289134e-01 2.391162780379252617e-01
-2.932472154909141437e+01 2.102632897565257153e+01 2.147516697379833062e+01 6.165490167099443752e+00 2.440662809740560135e+01 -9.122478882579319048e+00 -1.555916522965885285e-01 9.757050973667972249e-01 4.595013184586144916e+01 -4.458546986858482342e+01 4.576216172624243406e+00 -6.901342772165789397e-01 5.114381538051557818e-01 2.805895803564737889e+00 3.848242755035248541e-02 -3.809228457577391869e-02 -5.122614781511795889e-02 3.919079173168479174e-02 -7.199897723600776622e-01 -2.440943183094982150e+00 1.866341438881275128e+00 2.300570917874234400e+00 -2.340983197824683337e+00 -7.546045287343343400e-02 1.656098318315808379e-02 2.860597229510468686e-01 -3.005087897534971519e-01 9.906948978585129462e-01 -5.021237746123539958e-02 3.007172842751800190e-01 -1.449380841992805868e-01 5.469397733076500678e+00 -9.033959835490122936e-01 -3.001132257552599825e+00 2.382347900948101616e-01 8.778820154900476846e-02 7.879446768992451888e-01 -6.263298948842297431e-01 -1.069724454366729333e-01 4.371235898342243353e-01 -4.338448469847337036e-02 -1.226403320825554477e+00 2.625258296418735426e+00
1.113956405777007319e+01 -7.991779847813953452e+00 -8.150824167082559413e+00 -2.340596693352436031e+00 -9.122478882579319048e+00 3.440927396946579453e+00 6.334571702589515685e-02 -3.700308534307798491e-01 -1.742288067200500734e+01 1.690192352256818964e+01 -1.733299038761087596e+00 1.605112773385443115e-01 -1.448951425438780582e-01 -9.055595938399773059e-01 -3.209835424760916836e-03 3.087116749020374362e-03 1.196170071687633826e-02 -8.656683791486104174e-03 2.687006744389096036e-01 8.492131236288936735e-01 -6.126332559477264406e-01 -8.675570212963660266e-01 8.752521627270922755e-01 2.822864939796273717e-02 -6.044588239454574269e-03 -7.712866654435737712e-02 8.130747521592353311e-02 -3.780128240956843744e-01 3.639874343111678540e-02 -1.297217754387620936e-01 4.462435098518510029e-02 -1.871613167418369139e+00 2.996323683489001688e-01 9.960007960694291507e-01 -8.381462064485091512e-02 -2.961070802871443308e-02 -2.713517133703546858e-01 2.182792115915029030e-01 4.068062766804472763e-02 -1.611983900561363703e-01 1.624040920787757705e-02 4.256255264855006160e-01 -8.956241009702572420e-01
1.390873669603258367e-01 -9.890580066819487648e-02 -1.014130459395437001e-01 -3.559765289263227411e-02 -1.555916522965885285e-01 6.334571702589515685e-02 2.261065419102164728e-02 -4.564298517606747881e-03 -2.153623953000242119e-01 2.013906231651726719e-01 -1.869016758725160210e-02 8.047444485347884924e-02 -2.070133693045075191e-02 -3.305292789440506668e-02 -1.076496061537988297e-02 1.075248396566495616e-02 3.299849836280057021e-03 -2.926261753589688361e-03 4.063057653635388997e-03 1.989496413936791760e-02 -6.197537630880585111e-03 -1.155043809933562968e-02 7.911516770478932772e-03 2.823027281584561204e-04 -8.958274530846926215e-06 3.655341299575558256e-03 -3.138571350395260705e-03 -1.585803648566820601e-02 5.058274679947419306e-03 -6.333299724598119053e-03 -1.793610581233635393e-03 -2.210969139907754608e-02 3.352160782029957580e-03 1.124729329043972804e-02 -1.089302403287139469e-03 -3.623342663022230208e-04 -3.512285180989054879e-03 2.885720241645301897e-03 7.456735524829909709e-04 -2.069858107432724983e-03 2.217807053291512666e-04 7.211529664226686183e-03 -1.964300158454936052e-02
-1.283583897708330479e+00 9.215843510913062087e-01 9.367877234888015714e-01 2.675712313923962471e-01 9.757050973667972249e-01 -3.700308534307798491e-01 -4.564298517606747881e-03 4.340504791319426542e-02 1.992875055307576693e+00 -1.936514713047017278e+00 2.002647436618525678e-01 2.763009285588322386e-02 4.056282468308101095e-03 4.805347196414794242e-02 -9.235292528632598613e-03 9.244889909985006676e-03 4.877970180120435765e-05 -1.422592957469722081e-04 -3.005429141346889835e-02 -8.836705258620729253e-02 6.021753389715567284e-02 9.825975002709692874e-02 -9.851882470425823990e-02 -3.451834892508864102e-03 9.310450671552812554e-04 -2.529434694973335326e-02 2.626633067927430787e-02 4.461099431429989270e-02 -2.219748995669652142e-02 3.121967412119429006e-02 5.025786036837853049e-03 3.218636231904352385e-02 6.212307602328266502e-03 1.239801466679715802e-02 7.417991590051855981e-03 2.660672912834939792e-03 2.487650639143575149e-02 -2.046944540109922259e-02 -4.127353217092965404e-03 1.671397209354546359e-02 -1.689621273685428578e-03 -1.658730192424782632e-02 3.341315670327076048e-02
-6.029648331361498492e+01 4.334614707850820281e+01 4.406668357615475173e+01 1.250985089583994991e+01 4.595013184586144916e+01 -1.742288067200500734e+01 -2.153623953000242119e-01 1.992875055307576693e+00 9.375351237507292979e+01 -9.103073240871604810e+01 9.426779709559870213e+00 1.257341719091916499e+00 2.047521750900523629e-01 2.309644755153558826e+00 -4.266715004979527714e-01 4.271284635977669053e-01 8.456080623840634899e-04 -5.493869287787399996e-03 -1.413799390918370591e+00 -4.157223361249018367e+00 2.844584323726575104e+00 4.622979392270161192e+00 -4.639138420302963972e+00 -1.504434316922865222e-01 3.192834085425672735e-02 -1.137965770055881620e+00 1.192476277083276415e+00 2.055926833064145587e+00 -1.020457485009763188e+00 1.447518629811186841e+00 2.221593012139707057e-01 1.708843734327176289e+00 2.494828185970432433e-01 4.506360894889286373e-01 3.510486094653737510e-01 1.255677464450717373e-01 1.173712560467154331e+00 -9.655046904579912548e-01 -1.943374483366528405e-01 7.880522471068447388e-01 -7.967485667722017106e-02 -8.128732271068532800e-01 1.639702954068914975e+00
5.858323814773106619e+01 -4.211543941830898063e+01 -4.281260467591189922e+01 -1.214714914197304907e+01 -4.458546986858482342e+01 1.690192352256818964e+01 2.013906231651726719e-01 -1.936514713047017278e+00 -9.103073240871604810e+01 8.840674038412252855e+01 -9.160698647656667859e+00 -1.273898890364295600e+00 -1.893759957832351626e-01 -2.195637121466202935e+00 4.291194128800274177e-01 -4.295615514786584876e-01 -1.786223117443359702e-03 6.077518955237206678e-03 1.372382323278492633e+00 4.034391932853671925e+00 -2.766059471584684015e+00 -4.488002615712351151e+00 4.506019036219711893e+00 1.464496539881098014e-01 -3.137527126512657666e-02 1.154552210415309199e+00 -1.213374882392574516e+00 -1.990511406451943577e+00 1.036048038223935208e+00 -1.456609938844908969e+00 -2.346737928511384297e-01 -1.408951042282115873e+00 -3.017371187816305644e-01 -6.190509436026797596e-01 -3.406289253543743345e-01 -1.220364555249895955e-01 -1.140531688765096252e+00 9.380734301389602736e-01 1.886798219864912751e-01 -7.645357838182363919e-01 7.721012095266538422e-02 7.428533657287954561e-01 -1.496403455544822236e+00
