5.280148900094053244e-02 0.000000000000000000e+00 -4.131403391074116305e-04 2.353649063266253505e-01 1.771947300364757109e-13 4.086226343230431394e-05 5.189871304549097814e-02 4.810840167444087323e-02 0.000000000000000000e+00 0.000000000000000000e+00 6.025557419421488647e-02 -4.075579073006270481e-03 -4.074770008579719528e-03 3.673896561207240383e-05 4.874880179097583367e-16 0.000000000000000000e+00 -5.293657925971566166e-08 -1.871603729204452026e-07 1.811104294388142877e-14 -5.269309334741795561e-08 -8.909634842987699794e-12 3.187712401312486205e-02 6.128234403558184898e-03 -2.841597645220629922e-03 5.087175898290333120e-02 0.000000000000000000e+00 -6.580771336881915956e-02 4.075579439127788133e-03 -5.238829560857934109e-02
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-4.131403391074116305e-04 0.000000000000000000e+00 3.322854176763038753e-03 3.290562736650081560e-03 -1.062605348247102136e-02 -9.983588616629471280e-03 2.896823048900337965e-03 -3.213627989472085666e-02 0.000000000000000000e+00 0.000000000000000000e+00 -3.608115634041576814e-02 8.497500497254619270e-03 8.494500535382389778e-03 -1.116648230146973072e-04 -9.973681916078138126e-04 0.000000000000000000e+00 9.138093179401734963e-07 -4.150891336817616201e-04 -2.054876523835684823e-02 -2.152142994595479530e-02 -5.505311020181606057e-08 -2.436357477721910400e-02 -1.320267922213895495e-03 4.696017529267374098e-03 -3.243367478733539394e-02 0.000000000000000000e+00 4.155291993285201158e-02 -8.497500311610423074e-03 2.926155925061256144e-02
2.353649063266253505e-01 0.000000000000000000e+00 3.290562736650081560e-03 3.656223164576956730e+00 7.855744882285164987e-01 5.182573690978854453e-01 2.364407922231636094e-01 7.448809901424204849e-01 0.000000000000000000e+00 0.000000000000000000e+00 9.357104570559893197e-01 -5.059044189897059229e-02 -5.058460291537929948e-02 3.427479625837197806e-04 -4.740274946731081601e-03 0.000000000000000000e+00 2.621480134771085805e-06 -2.155194750002895759e-03 -9.725499636632073397e-02 -1.018795837461890924e-01 -2.619553577402745988e-07 4.894354225634188205e-01 9.108738839523157493e-02 -4.510911681469617629e-02 8.712438655681051802e-01 0.000000000000000000e+00 -1.019373630105761874e+00 5.059044495286293963e-02 -9.222373079026885412e-01
1.771947300364757109e-13 0.000000000000000000e+00 -1.062605348247102136e-02 7.855744882285164987e-01 5.420576457034397277e-01 4.810564550906253345e-01 -1.057700686166305332e-02 3.727106822283520748e-01 0.000000000000000000e+00 0.000000000000000000e+00 4.490469477963189293e-01 -5.035105444078356862e-02 -5.033785759307977947e-02 5.361395965096970358e-04 4.290063849681273133e-13 0.000000000000000000e+00 -1.763391907842504602e-06 -5.856453547518332399e-06 7.288032513995086379e-12 -1.753510290050078576e-06 -2.440705983032479407e-10 2.589160706329707295e-01 3.150022774895373801e-02 -4.586520038088866269e-02 5.067571137981046192e-01 0.000000000000000000e+00 -4.989945203825018050e-01 5.035105301755116863e-02 -5.314298310072355092e-01
4.086226343230431394e-05 0.000000000000000000e+00 -9.983588616629471280e-03 5.182573690978854453e-01 4.810564550906253345e-01 4.809992261546631731e-01 -9.896811283470811210e-03 3.204730377223330984e-01 0.000000000000000000e+00 0.000000000000000000e+00 3.844686181431011818e-01 -4.525690848702760422e-02 -4.524480468601583399e-02 4.880487851732841242e-04 -1.787071557519277000e-06 0.000000000000000000e+00 -1.677586615287156112e-06 -7.531692864222665248e-06 -3.389110552442291756e-05 -3.730374290542418146e-05 -3.293659957401164578e-10 2.238136783227600013e-01 2.572120814617288517e-02 -4.218877083175057857e-02 4.483588717268142121e-01 0.000000000000000000e+00 -4.281037684064392113e-01 4.525690689173441500e-02 -4.710763751379845599e-01
5.189871304549097814e-02 0.000000000000000000e+00 2.896823048900337965e-03 2.364407922231636094e-01 -1.057700686166305332e-02 -9.896811283470811210e-03 5.429765087883058755e-02 1.567768008741229901e-02 0.000000000000000000e+00 0.000000000000000000e+00 2.378519613573099392e-02 4.418113815549359370e-03 4.415930433631760042e-03 -7.471346181769389653e-05 -9.930214909368753184e-04 0.000000000000000000e+00 8.566296451971950383e-07 -4.167319391098123129e-04 -2.045165630320039049e-02 -2.142013509928487186e-02 -5.482264271292566741e-08 7.333543820660173157e-03 4.757232746403403621e-03 1.858361579657920185e-03 1.811538777548384743e-02 0.000000000000000000e+00 -2.384024878380713516e-02 -4.418113267982406653e-03 -2.277470796710736115e-02
4.810840167444087323e-02 0.000000000000000000e+00 -3.213627989472085666e-02 7.448809901424204849e-01 3.727106822283520748e-01 3.204730377223330984e-01 1.567768008741229901e-02 1.860741255555806495e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.909400652236559304e-01 -1.841962974927682517e-01 -1.841392901132578030e-01 2.436870144530445172e-03 5.807307098107097193e-02 0.000000000000000000e+00 1.100280344836939164e-05 2.840007163868208950e-01 4.505435503361569505e-01 5.072756146820445178e-01 3.323830696003323984e-06 5.744977605299814716e-01 5.853714673495404724e-02 -9.310118291553264036e-02 9.351796394155790226e-01 0.000000000000000000e+00 -1.023393407235453134e+00 1.841962913102116461e-01 -8.973104303324670461e-01
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
